CellID,ClusterID,ClusterName
946,13,Reln
947,2,eL2/3
948,0,eL6-2
949,8,eL2/3
950,7,VIP
951,8,eL6-2
952,4,eL2/3
953,0,Astro-2
954,8,Oligo
955,2,Astro-2
956,1,eL5
957,1,Oligo
958,1,eL4
959,3,eL4
960,10,eL4
961,7,eL6-1
962,5,eL4
963,0,eL4
964,-1,NA
965,8,eL2/3
966,-1,NA
967,1,Oligo
968,10,Astro-1
969,10,eL6-2
970,5,eL6-2
971,8,Astro-2
972,14,eL4
973,1,Astro-2
974,0,Astro-2
975,9,PVALB
976,6,Oligo
977,0,eL6-2
978,8,Astro-2
979,11,eL5
980,4,eL6-2
981,2,Astro-2
982,12,eL2/3
983,5,Astro-2
984,2,eL4
985,9,Astro-2
986,0,eL4
987,1,Endo
988,9,eL6-2
989,11,PVALB
990,0,Astro-2
991,11,Endo
992,3,eL2/3
993,7,eL6-2
994,3,Micro
995,1,PVALB
996,7,eL4
997,-1,NA
998,2,eL6-2
999,1,eL5
1000,0,Oligo
1001,5,eL6-1
1002,7,eL2/3
1003,0,eL6-2
1004,5,Astro-1
1005,11,eL6-2
1006,5,eL4
1007,14,Micro
1008,2,eL6-1
1009,2,eL4
1010,0,eL4
1011,5,eL6-2
1012,1,eL4
1013,11,eL2/3
1014,2,Reln
1015,5,Astro-2
1016,-1,NA
1017,10,Astro-2
1018,11,Reln
1019,2,Micro
1020,11,eL2/3
1021,1,Oligo
1022,1,PVALB
1023,8,eL6-2
1024,4,eL2/3
1025,7,eL4
1026,0,Oligo
1027,8,PVALB
1028,2,eL6-1
1029,8,Oligo
1030,5,eL4
1031,11,Astro-1
1032,0,eL4
1033,11,eL4
1034,2,Oligo
1035,1,eL6-2
1036,11,eL2/3
1037,10,eL2/3
1038,5,Micro
1039,5,Astro-2
1040,0,Oligo
1041,1,eL4
1042,2,Oligo
1043,10,Endo
1044,2,SST
1045,14,eL4
1046,5,eL6-1
1047,9,eL4
1048,0,eL2/3
1049,5,eL2/3
1050,8,Astro-2
1051,2,eL5
1052,1,eL4
1053,1,eL6-2
1054,8,eL6-2
1055,1,eL6-2
1056,2,Astro-2
1057,1,SST
1058,2,eL6-1
1059,1,Micro
1060,-1,NA
1061,0,PVALB
1062,10,eL6-2
1063,2,Astro-2
1064,0,eL2/3
1065,8,eL6-1
1066,5,Astro-1
1067,5,eL6-1
1068,13,Oligo
1069,2,Endo
1070,5,eL2/3
1071,2,Oligo
1072,1,eL6-2
1073,5,SST
1074,3,eL6-1
1075,4,eL5
1076,4,eL6-2
1077,-1,NA
1078,5,Oligo
1079,4,Endo
1080,9,Endo
1081,-1,NA
1082,-1,NA
1083,2,Astro-1
1084,1,Astro-2
1085,-1,NA
1086,1,eL2/3
1087,2,Oligo
1088,-1,NA
1089,1,eL6-2
1090,4,eL2/3
1091,10,SST
1092,8,Astro-1
1093,11,eL6-1
1094,5,Oligo
1095,3,eL6-1
1096,2,Oligo
1097,5,eL6-2
1098,2,eL5
1099,1,eL4
1100,10,eL2/3
1101,1,eL2/3
1102,3,eL6-2
1103,2,eL6-2
1104,9,eL2/3
1105,2,Micro
1106,11,eL4
1107,3,eL6-2
1108,2,eL6-1
1109,8,Astro-2
1110,5,Micro
1111,-1,NA
1112,13,Endo
1113,3,eL2/3
1114,8,eL4
1115,8,eL6-2
1116,1,eL6-1
1117,2,eL2/3
1118,9,eL6-2
1119,1,eL4
1120,10,Oligo
1121,1,eL6-1
1122,5,Astro-2
1123,1,Reln
1124,11,Astro-2
1125,8,Oligo
1126,-1,NA
1127,5,eL2/3
1128,2,Astro-2
1129,8,eL4
1130,-1,NA
1131,5,eL5
1132,3,PVALB
1133,2,eL2/3
1134,1,eL5
1135,5,Oligo
1136,11,eL4
1137,4,eL6-1
1138,-1,NA
1139,9,eL2/3
1140,-1,NA
1141,3,eL4
1142,8,eL2/3
1143,-1,NA
1144,0,eL4
1145,1,eL4
1146,8,eL6-2
1147,12,eL5
1148,8,Astro-2
1149,2,eL2/3
1150,-1,NA
1151,2,eL6-2
1152,5,eL4
1153,2,Astro-2
1154,5,SST
1155,3,eL2/3
1156,2,eL2/3
1157,5,Astro-2
1158,2,eL6-2
1159,1,eL4
1160,-1,NA
1161,11,Reln
1162,1,eL4
1163,2,eL4
1164,2,eL5
1165,8,eL4
1166,-1,NA
1167,5,Astro-2
1168,0,Oligo
1169,5,eL4
1170,-1,NA
1171,13,eL6-1
1172,-1,NA
1173,4,eL6-2
1174,8,Reln
1175,-1,NA
1176,2,Astro-2
1177,2,Astro-2
1178,12,Oligo
1179,-1,NA
1180,4,eL6-2
1181,8,eL4
1182,14,Astro-2
1183,14,eL6-1
1184,4,Oligo
1185,1,eL5
1186,2,PVALB
1187,1,eL2/3
1188,14,eL6-2
1189,8,eL2/3
1190,11,eL6-1
1191,10,eL6-1
1192,5,eL2/3
1193,4,Smc
1194,3,Oligo
1195,3,eL2/3
1196,-1,NA
1197,9,Astro-1
